JSESSIONID,"_cd","_indextime","_kv","_raw","_serial","_si","_sourcetype","_time",action,bytes,"category_id",clientip,cookie,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,file,host,ident,index,itemId,"itemQuantity_EST_18","itemQuantity_EST_19","item_id",linecount,method,other,"product_id",punct,referer,"referer_domain","req_time",root,source,sourcetype,"splunk_server",status,timeendpos,timestartpos,uri,"uri_domain","uri_path","uri_query",user,useragent,version,"itemQuantity_EST_26","itemQuantity_EST_27","itemQuantity_EST_6","itemQuantity_EST_7","_subsecond"
SD9SL2FF9ADFF1,"13:391413",1347372404,1,"189.222.1.29 - - [09/Sep/2012:15:09:00] ""GET /flower_store/category.screen?category_id=FLOWERS HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-21&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 2593 509",13124,"ahost
main","access_combined",1347199740,,10919,FLOWERS,"189.222.1.29",,15,9,9,september,0,sunday,2012,local,,"product.screen","ahost","-",main,,,,,1,GET,"1905 2334","FI-SW-01","..._-_-_[//:::]_""_//.?=--_/.""___""://..//.?=&=""_""/.","http://mystore.com/flower_store/category.screen?category_id=FLOWERS&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:09:00","flower_store","log/apache3/access_combined.log","access_combined","ahost",200,38,18,"/flower_store/product.screen?product_id=FI-SW-01",,"/flower_store/product.screen","product_id=FI-SW-01","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:740313",1347372455,1,"189.222.1.29 - - [09/Sep/2012:15:09:00] ""GET /flower_store/product.screen?product_id=FI-SW-01 HTTP/1.1"" 200 10919 ""http://mystore.com/flower_store/category.screen?category_id=FLOWERS&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 1905 2334",13123,"ahost
main","access_combined",1347199836,purchase,10567,GIFTS,"192.1.2.32",,15,9,10,september,36,sunday,2012,local,,"category.screen","ahost","-",main,"EST-27",,,,1,GET,"4061 812",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-27&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:10:36","flower_store","log/apache2/access_combined.log","access_combined","ahost",200,36,16,"/flower_store/category.screen?category_id=GIFTS",,"/flower_store/category.screen","category_id=GIFTS","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:391463",1347372404,1,"192.1.2.32 - - [09/Sep/2012:15:10:36] ""GET /flower_store/category.screen?category_id=GIFTS HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-27&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 4061 812",13112,"ahost
main","access_combined",1347199945,purchase,10567,CANDY,"189.222.1.42",,15,9,12,september,25,sunday,2012,local,,"category.screen","ahost","-",main,"EST-7",,,,1,GET,"4470 3692",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-7&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:12:25","flower_store","log/apache2/access_combined.log","access_combined","ahost",200,38,18,"/flower_store/category.screen?category_id=CANDY",,"/flower_store/category.screen","category_id=CANDY","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:391513",1347372404,1,"189.222.1.42 - - [09/Sep/2012:15:12:25] ""GET /flower_store/category.screen?category_id=CANDY HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-7&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 4470 3692",13103,"ahost
main","access_combined",1347199978,,309,,"187.231.45.53",,15,9,12,september,58,sunday,2012,local,,"j_signon_check","ahost","-",main,,,,,1,POST,"3237 429",,"..._-_-_[//:::]_""_//_/.""___""://..//.&=""_""/._(;_;__","http://mystore.com/flower_store/enter_order_information.screen&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:12:58","flower_store","log/apache1/access_combined.log","access_combined","ahost",302,39,19,"/flower_store/j_signon_check",,"/flower_store/j_signon_check",,"-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:89853",1347372345,1,"187.231.45.53 - - [09/Sep/2012:15:12:58] ""POST /flower_store/j_signon_check HTTP/1.1"" 302 309 ""http://mystore.com/flower_store/enter_order_information.screen&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 3237 429",13100,"ahost
main","access_combined",1347200022,purchase,10567,GIFTS,"10.2.91.53",,15,9,13,september,42,sunday,2012,local,,"category.screen","ahost","-",main,"EST-26",,,,1,GET,"3014 1177",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-26&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:13:42","flower_store","log/apache3/access_combined.log","access_combined","ahost",200,36,16,"/flower_store/category.screen?category_id=GIFTS",,"/flower_store/category.screen","category_id=GIFTS","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:740503",1347372455,1,"10.2.91.53 - - [09/Sep/2012:15:13:42] ""GET /flower_store/category.screen?category_id=GIFTS HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-26&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 3014 1177",13093,"ahost
main","access_combined",1347200271,purchase,10567,FLOWERS,"233.77.49.54",,15,9,17,september,51,sunday,2012,local,,"category.screen","ahost","-",main,"EST-13",,,,1,GET,"3789 2848",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:17:51","flower_store","log/apache2/access_combined.log","access_combined","ahost",200,38,18,"/flower_store/category.screen?category_id=FLOWERS",,"/flower_store/category.screen","category_id=FLOWERS","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:391653",1347372404,1,"233.77.49.54 - - [09/Sep/2012:15:17:51] ""GET /flower_store/category.screen?category_id=FLOWERS HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 3789 2848",13074,"ahost
main","access_combined",1347200508,purchase,10567,FLOWERS,"187.231.45.47",,15,9,21,september,48,sunday,2012,local,,"category.screen","ahost","-",main,"EST-21",,,,1,GET,"159 1151",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-21&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:21:48","flower_store","log/apache2/access_combined.log","access_combined","ahost",200,39,19,"/flower_store/category.screen?category_id=FLOWERS",,"/flower_store/category.screen","category_id=FLOWERS","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:391793",1347372404,1,"187.231.45.47 - - [09/Sep/2012:15:21:48] ""GET /flower_store/category.screen?category_id=FLOWERS HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-21&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 159 1151",13056,"ahost
main","access_combined",1347200538,purchase,10567,PLANTS,"10.2.91.43",,15,9,22,september,18,sunday,2012,local,,"category.screen","ahost","-",main,"EST-14",,,,1,GET,"3130 3115",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-14&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:22:18","flower_store","log/apache2/access_combined.log","access_combined","ahost",200,36,16,"/flower_store/category.screen?category_id=PLANTS",,"/flower_store/category.screen","category_id=PLANTS","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:391843",1347372404,1,"10.2.91.43 - - [09/Sep/2012:15:22:18] ""GET /flower_store/category.screen?category_id=PLANTS HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-14&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 3130 3115",13049,"ahost
main","access_combined",1347200721,purchase,10567,CANDY,"178.19.3.42",,15,9,25,september,21,sunday,2012,local,,"category.screen","ahost","-",main,"EST-20",,,,1,GET,"531 4217",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-20&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:25:21","flower_store","log/apache2/access_combined.log","access_combined","ahost",200,37,17,"/flower_store/category.screen?category_id=CANDY",,"/flower_store/category.screen","category_id=CANDY","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:391943",1347372404,1,"178.19.3.42 - - [09/Sep/2012:15:25:21] ""GET /flower_store/category.screen?category_id=CANDY HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-20&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 531 4217",13032,"ahost
main","access_combined",1347200880,purchase,10567,FLOWERS,"192.1.2.29",,15,9,28,september,0,sunday,2012,local,,"category.screen","ahost","-",main,"EST-13",,,,1,GET,"4839 2021",,"..._-_-_[//:::]_""_//.?=_/.""___""://..//.?=&=-&=""_""/","http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:28:00","flower_store","log/apache2/access_combined.log","access_combined","ahost",200,36,16,"/flower_store/category.screen?category_id=FLOWERS",,"/flower_store/category.screen","category_id=FLOWERS","-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
SD9SL2FF9ADFF1,"13:392003",1347372404,1,"192.1.2.29 - - [09/Sep/2012:15:28:00] ""GET /flower_store/category.screen?category_id=FLOWERS HTTP/1.1"" 200 10567 ""http://mystore.com/flower_store/cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD9SL2FF9ADFF1"" ""Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"" 4839 2021",13015,"ahost
main","access_combined",1347200977,update,12919,,"233.77.49.52",,15,9,29,september,37,sunday,2012,local,,"enter_order_information.screen","ahost","-",main,,4,4,,1,GET,"2165 4101",,"..._-_-_[//:::]_""_//._/.""___""://..//.?=&-=&-=&=""_""","http://mystore.com/flower_store/cart.do?action=update&itemQuantity_EST-19=4&itemQuantity_EST-18=4&JSESSIONID=SD9SL2FF9ADFF1","http://mystore.com","09/Sep/2012:15:29:37","flower_store","log/apache3/access_combined.log","access_combined","ahost",200,38,18,"/flower_store/enter_order_information.screen",,"/flower_store/enter_order_information.screen",,"-","Mozilla/5.0 (X11; U; Linux; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10","HTTP/1.1",,,,,
