_time,height
1393673369,101
1393674269,103
1393675169,92
1393676069,103
1393676969,100
1393677869,98
1393678769,90
1393679669,93
1393680569,90
1393681469,100
1393682369,97
1393683269,91
1393684169,96
1393685069,90
1393685969,102
1393686869,94
1393687769,101
1393688669,103
1393689569,97
1393690469,102
1393691369,93
1393692269,95
1393693169,95
1393694069,100
1393694969,93
1393695869,94
1393696769,96
1393697669,97
1393698569,98
1393699469,101
1393700369,92
1393701269,101
1393702169,101
1393703069,99
1393703969,92
1393704869,97
1393705769,90
1393706669,96
1393707569,96
1393708469,103
1393709369,102
1393710269,90
1393711169,93
1393712069,96
1393712969,103
1393713869,90
1393714769,93
1393715669,90
1393716569,95
1393717469,96
1393718369,102
1393719269,97
1393720169,91
1393721069,95
1393721969,96
1393722869,91
1393723769,95
1393724669,91
1393725569,95
1393726469,96
1393727369,91
1393728269,97
1393729169,101
1393730069,96
1393730969,93
1393731869,95
1393732769,97
1393733669,100
1393734569,101
1393735469,91
1393736369,91
1393737269,101
1393738169,99
1393739069,96
1393739969,101
1393740869,96
1393741769,93
1393742669,92
1393743569,90
1393744469,103
1393745369,102
1393746269,102
1393747169,91
1393748069,103
1393748969,102
1393749869,92
1393750769,100
1393751669,103
1393752569,99
1393753469,103
1393754369,97
1393755269,99
1393756169,90
1393757069,97
1393757969,90
1393758869,98
1393759769,92
1393760669,91
1393761569,97
1393762469,96
1393763369,93
1393764269,103
1393765169,101
1393766069,93
1393766969,96
1393767869,91
1393768769,92
1393769669,94
1393770569,103
1393771469,91
1393772369,102
1393773269,101
1393774169,98
1393775069,103
1393775969,99
1393776869,91
1393777769,96
1393778669,98
1393779569,90
1393780469,90
1393781369,91
1393782269,99
1393783169,91
1393784069,98
1393784969,97
1393785869,91
1393786769,91
1393787669,100
1393788569,92
1393789469,95
1393790369,95
1393791269,100
1393792169,102
1393793069,101
1393793969,103
1393794869,97
1393795769,94
1393796669,91
1393797569,93
1393798469,103
1393799369,102
1393800269,95
1393801169,90
1393802069,97
1393802969,91
1393803869,97
1393804769,100
1393805669,99
1393806569,102
1393807469,95
1393808369,92
1393809269,92
1393810169,95
1393811069,93
1393811969,91
1393812869,100
1393813769,100
1393814669,97
1393815569,100
1393816469,93
1393817369,102
1393818269,95
1393819169,92
1393820069,102
1393820969,97
1393821869,102
1393822769,101
1393823669,95
1393824569,103
1393825469,92
1393826369,95
1393827269,103
1393828169,91
1393829069,90
1393829969,96
1393830869,93
1393831769,101
1393832669,91
1393833569,96
1393834469,93
1393835369,93
1393836269,102
1393837169,101
1393838069,100
1393838969,94
1393839869,101
1393840769,96
1393841669,101
1393842569,98
1393843469,102
1393844369,99
1393845269,94
1393846169,103
1393847069,99
1393847969,94
1393848869,94
1393849769,102
1393850669,102
1393851569,93
1393852469,96
1393853369,97
1393854269,95
1393855169,103
1393856069,96
1393856969,102
1393857869,97
1393858769,90
1393859669,90
1393860569,98
1393861469,103
1393862369,90
1393863269,98
1393864169,101
1393865069,95
1393865969,102
1393866869,96
1393867769,103
1393868669,94
1393869569,90
1393870469,100
1393871369,90
1393872269,101
1393873169,94
1393874069,101
1393874969,96
1393875869,103
1393876769,101
1393877669,102
1393878569,102
1393879469,95
1393880369,94
1393881269,91
1393882169,90
1393883069,96
1393883969,92
1393884869,95
1393885769,94
1393886669,101
1393887569,98
1393888469,97
1393889369,91
1393890269,95
1393891169,95
1393892069,95
1393892969,90
1393893869,94
1393894769,93
1393895669,95
1393896569,92
1393897469,93
1393898369,96
1393899269,90
1393900169,94
1393901069,93
1393901969,90
1393902869,100
1393903769,95
1393904669,100
1393905569,94
1393906469,94
1393907369,101
1393908269,100
1393909169,90
1393910069,101
1393910969,102
1393911869,97
1393912769,99
1393913669,97
1393914569,94
1393915469,103
1393916369,95
1393917269,93
1393918169,102
1393919069,96
1393919969,100
1393920869,101
1393921769,98
1393922669,97
1393923569,97
1393924469,96
1393925369,94
1393926269,99
1393927169,101
1393928069,96
1393928969,91
1393929869,100
1393930769,91
1393931669,102
1393932569,98
1393933469,96
1393934369,95
1393935269,93
1393936169,100
1393937069,101
1393937969,90
1393938869,96
1393939769,95
1393940669,98
1393941569,102
1393942469,98
1393943369,98
1393944269,94
1393945169,93
1393946069,103
1393946969,96
1393947869,98
1393948769,102
1393949669,98
1393950569,98
1393951469,90
1393952369,97
1393953269,90
1393954169,97
1393955069,92
1393955969,103
1393956869,93
1393957769,99
1393958669,93
1393959569,92
1393960469,94
1393961369,94
1393962269,101
1393963169,97
1393964069,95
1393964969,100
1393965869,99
1393966769,100
1393967669,100
1393968569,92
1393969469,94
1393970369,101
1393971269,96
1393972169,99
1393973069,98
1393973969,93
1393974869,94
1393975769,98
1393976669,100
1393977569,94
1393978469,102
1393979369,90
1393980269,91
1393981169,100
1393982069,95
1393982969,103
1393983869,102
1393984769,95
1393985669,91
1393986569,101
1393987469,91
1393988369,93
1393989269,93
1393990169,102
1393991069,101
1393991969,95
1393992869,91
1393993769,94
1393994669,102
1393995569,98
1393996469,95
1393997369,103
1393998269,94
1393999169,92
1394000069,91
1394000969,103
1394001869,102
1394002769,98
1394003669,100
1394004569,93
1394005469,94
1394006369,97
1394007269,93
1394008169,99
1394009069,91
1394009969,91
1394010869,97
1394011769,96
1394012669,98
1394013569,100
1394014469,101
1394015369,100
1394016269,94
1394017169,101
1394018069,94
1394018969,90
1394019869,98
1394020769,91
1394021669,94
1394022569,95
1394023469,100
1394024369,101
1394025269,90
1394026169,100
1394027069,101
1394027969,96
1394028869,102
1394029769,101
1394030669,93
1394031569,98
1394032469,96
1394033369,102
1394034269,103
1394035169,100
1394036069,101
1394036969,103
1394037869,103
1394038769,96
1394039669,90
1394040569,102
1394041469,92
1394042369,103
1394043269,103
1394044169,96
1394045069,93
1394045969,90
1394046869,99
1394047769,95
1394048669,94
1394049569,92
1394050469,99
1394051369,101
1394052269,92
1394053169,96
1394054069,93
1394054969,93
1394055869,90
1394056769,91
1394057669,93
1394058569,93
1394059469,100
1394060369,93
1394061269,93
1394062169,101
1394063069,94
1394063969,97
1394064869,102
1394065769,99
1394066669,93
1394067569,99
1394068469,97
1394069369,94
1394070269,92
1394071169,103
1394072069,94
1394072969,97
1394073869,92
1394074769,91
1394075669,103
1394076569,101
1394077469,102
1394078369,91
1394079269,102
1394080169,100
1394081069,100
1394081969,92
1394082869,95
1394083769,92
1394084669,103
1394085569,91
1394086469,98
1394087369,91
1394088269,94
1394089169,99
1394090069,98
1394090969,91
1394091869,98
1394092769,103
1394093669,90
1394094569,95
1394095469,95
1394096369,100
1394097269,95
1394098169,94
1394099069,101
1394099969,91
1394100869,96
1394101769,92
1394102669,95
1394103569,98
1394104469,99
1394105369,95
1394106269,92
1394107169,101
1394108069,102
1394108969,90
1394109869,90
1394110769,95
1394111669,101
1394112569,94
1394113469,103
1394114369,101
1394115269,90
1394116169,93
1394117069,90
1394117969,98
1394118869,98
1394119769,91
1394120669,99
1394121569,95
1394122469,103
1394123369,94
1394124269,91
1394125169,100
1394126069,93
1394126969,99
1394127869,91
1394128769,101
1394129669,94
1394130569,100
1394131469,101
1394132369,101
1394133269,101
1394134169,100
1394135069,102
1394135969,96
1394136869,91
1394137769,90
1394138669,92
1394139569,99
1394140469,91
1394141369,92
1394142269,100
1394143169,94
1394144069,96
1394144969,90
1394145869,102
1394146769,101
1394147669,97
1394148569,101
1394149469,92
1394150369,93
1394151269,100
1394152169,90
1394153069,100
1394153969,95
1394154869,96
1394155769,96
1394156669,100
1394157569,102
1394158469,98
1394159369,90
1394160269,102
1394161169,102
1394162069,103
1394162969,98
1394163869,102
1394164769,96
1394165669,100
1394166569,97
1394167469,101
1394168369,93
1394169269,94
1394170169,90
1394171069,100
1394171969,96
1394172869,94
1394173769,92
1394174669,91
1394175569,93
1394176469,97
1394177369,97
1394178269,97
1394179169,96
1394180069,93
1394180969,102
1394181869,95
1394182769,101
1394183669,93
1394184569,93
1394185469,102
1394186369,91
1394187269,93
1394188169,102
1394189069,99
1394189969,101
1394190869,93
1394191769,96
1394192669,91
1394193569,92
1394194469,101
1394195369,102
1394196269,97
1394197169,100
1394198069,95
1394198969,90
1394199869,101
1394200769,93
1394201669,90
1394202569,103
1394203469,99
1394204369,96
1394205269,90
1394206169,90
1394207069,102
1394207969,97
1394208869,94
1394209769,92
1394210669,102
1394211569,95
1394212469,98
1394213369,97
1394214269,92
1394215169,94
1394216069,102
1394216969,102
1394217869,90
1394218769,97
1394219669,94
1394220569,100
1394221469,92
1394222369,90
1394223269,100
1394224169,97
1394225069,101
1394225969,98
1394226869,95
1394227769,98
1394228669,103
1394229569,103
1394230469,93
1394231369,96
1394232269,91
1394233169,96
1394234069,102
1394234969,92
1394235869,99
1394236769,97
1394237669,96
1394238569,94
1394239469,98
1394240369,101
1394241269,100
1394242169,91
1394243069,103
1394243969,92
1394244869,94
1394245769,97
1394246669,96
1394247569,93
1394248469,90
1394249369,103
1394250269,100
1394251169,90
1394252069,90
1394252969,103
1394253869,93
1394254769,98
1394255669,97
1394256569,93
1394257469,95
1394258369,91
1394259269,92
1394260169,94
1394261069,98
1394261969,92
1394262869,103
1394263769,102
1394264669,95
1394265569,94
1394266469,101
1394267369,91
1394268269,95
1394269169,99
1394270069,100
1394270969,103
1394271869,92
1394272769,101
1394273669,97
1394274569,90
1394275469,101
1394276369,100
1394277269,91
1394278169,102
1394279069,97
1394279969,98
1394280869,103
1394281769,94
1394282669,99
1394283569,96
1394284469,96
1394285369,102
1394286269,95
1394287169,95
1394288069,92
1394288969,94
1394289869,103
1394290769,93
1394291669,96
1394292569,94
1394293469,99
1394294369,96
1394295269,98
1394296169,98
1394297069,94
1394297969,95
1394298869,97
1394299769,93
1394300669,100
1394301569,102
1394302469,97
1394303369,102
1394304269,99
1394305169,92
1394306069,102
1394306969,91
1394307869,102
1394308769,100
1394309669,97
1394310569,97
1394311469,93
1394312369,92
1394313269,98
1394314169,91
1394315069,97
1394315969,93
1394316869,96
1394317769,94
1394318669,94
1394319569,102
1394320469,94
1394321369,96
1394322269,103
1394323169,90
1394324069,96
1394324969,102
1394325869,96
1394326769,90
1394327669,95
1394328569,94
1394329469,101
1394330369,102
1394331269,101
1394332169,99
1394333069,100
1394333969,101
1394334869,100
1394335769,98
1394336669,102
1394337569,97
1394338469,90
1394339369,95
1394340269,102
1394341169,103
1394342069,103
1394342969,103
1394343869,92
1394344769,99
1394345669,95
1394346569,99
1394347469,101
1394348369,96
1394349269,90
1394350169,101
1394351069,95
1394351969,95
1394352869,100
1394353769,93
1394354669,100
1394355569,101
1394356469,92
1394357369,98
1394358269,97
1394359169,103
1394360069,101
1394360969,95
1394361869,95
1394362769,102
1394363669,99
1394364569,93
1394365469,102
1394366369,103
1394367269,98
1394368169,101
1394369069,95
1394369969,101
1394370869,100
1394371769,94
1394372669,91
1394373569,98
1394374469,98
1394375369,102
1394376269,102
1394377169,98
1394378069,93
1394378969,97
1394379869,91
1394380769,93
1394381669,92
1394382569,93
1394383469,92
1394384369,95
1394385269,101
1394386169,92
1394387069,100
1394387969,90
1394388869,98
1394389769,92
1394390669,91
1394391569,92
1394392469,95
1394393369,103
1394394269,93
1394395169,97
1394396069,90
1394396969,95
1394397869,101
1394398769,95
1394399669,91
1394400569,91
1394401469,101
1394402369,102
1394403269,90
1394404169,93
1394405069,90
1394405969,99
1394406869,97
1394407769,93
1394408669,95
1394409569,90
1394410469,92
1394411369,94
1394412269,95
1394413169,96
1394414069,100
1394414969,92
1394415869,90
1394416769,94
1394417669,101
1394418569,103
1394419469,96
1394420369,94
1394421269,97
1394422169,100
1394423069,91
1394423969,101
1394424869,90
1394425769,102
1394426669,90
1394427569,100
1394428469,92
1394429369,98
1394430269,98
1394431169,97
1394432069,103
1394432969,100
1394433869,94
1394434769,101
1394435669,93
1394436569,90
1394437469,95
1394438369,94
1394439269,92
1394440169,92
1394441069,95
1394441969,92
1394442869,96
1394443769,95
1394444669,90
1394445569,95
1394446469,91
1394447369,97
1394448269,103
1394449169,99
1394450069,90
1394450969,103
1394451869,95
1394452769,91
1394453669,100
1394454569,94
1394455469,94
1394456369,102
1394457269,100
1394458169,99
1394459069,98
1394459969,96
1394460869,91
1394461769,92
1394462669,99
1394463569,92
1394464469,98
1394465369,93
1394466269,93
1394467169,96
1394468069,95
1394468969,94
1394469869,96
1394470769,103
1394471669,98
1394472569,94
1394473469,98
1394474369,100
1394475269,93
1394476169,94
1394477069,98
1394477969,101
1394478869,91
1394479769,99
1394480669,96
1394481569,97
1394482469,94
1394483369,92
1394484269,100
1394485169,99
1394486069,99
1394486969,98
1394487869,92
1394488769,100
1394489669,95
1394490569,101
1394491469,100
1394492369,98
1394493269,102
1394494169,102
1394495069,95
1394495969,99
1394496869,100
1394497769,102
1394498669,92
1394499569,98
1394500469,97
1394501369,101
1394502269,99
1394503169,99
1394504069,99
1394504969,99
1394505869,93
1394506769,96
1394507669,96
1394508569,100
1394509469,90
1394510369,99
1394511269,94
1394512169,102
1394513069,94
1394513969,93
1394514869,92
1394515769,90
1394516669,95
1394517569,102
1394518469,103
1394519369,96
1394520269,94
1394521169,98
1394522069,102
1394522969,94
1394523869,97
1394524769,103
1394525669,101
1394526569,96
1394527469,90
1394528369,100
1394529269,91
1394530169,100
1394531069,90
1394531969,91
1394532869,90
1394533769,91
1394534669,92
1394535569,100
1394536469,101
1394537369,95
1394538269,100
1394539169,92
1394540069,94
1394540969,92
1394541869,97
1394542769,95
1394543669,90
1394544569,94
1394545469,97
1394546369,90
1394547269,94
1394548169,95
1394549069,91
1394549969,100
1394550869,100
1394551769,102
1394552669,103
1394553569,103
1394554469,96
1394555369,102
1394556269,95
1394557169,103
1394558069,96
1394558969,92
1394559869,91
1394560769,91
1394561669,102
1394562569,99
1394563469,93
1394564369,97
1394565269,92
1394566169,97
1394567069,102
1394567969,97
1394568869,92
1394569769,101
1394570669,96
1394571569,96
1394572469,103
1394573369,99
1394574269,92
1394575169,93
1394576069,101
1394576969,103
1394577869,100
1394578769,91
1394579669,99
1394580569,103
1394581469,100
1394582369,101
1394583269,100
1394584169,91
1394585069,90
1394585969,96
1394586869,93
1394587769,93
1394588669,90
1394589569,98
1394590469,97
1394591369,93
1394592269,103
1394593169,100
1394594069,97
1394594969,92
1394595869,100
1394596769,95
1394597669,102
1394598569,97
1394599469,100
1394600369,91
1394601269,95
1394602169,91
1394603069,96
1394603969,94
1394604869,102
1394605769,93
1394606669,95
1394607569,100
1394608469,98
1394609369,92
1394610269,95
1394611169,94
1394612069,97
1394612969,101
1394613869,96
1394614769,101
1394615669,92
1394616569,101
1394617469,92
1394618369,97
1394619269,92
1394620169,94
1394621069,101
1394621969,95
1394622869,92
1394623769,92
1394624669,103
1394625569,103
1394626469,93
1394627369,93
1394628269,95
1394629169,92
1394630069,101
1394630969,97
1394631869,99
1394632769,101
1394633669,101
1394634569,93
1394635469,97
1394636369,100
1394637269,101
1394638169,102
1394639069,101
1394639969,96
1394640869,91
1394641769,98
1394642669,100
1394643569,91
1394644469,96
1394645369,99
1394646269,98
1394647169,92
1394648069,103
1394648969,94
1394649869,100
1394650769,103
1394651669,100
1394652569,94
1394653469,99
1394654369,92
1394655269,90
1394656169,94
1394657069,91
1394657969,101
1394658869,102
1394659769,103
1394660669,90
1394661569,93
1394662469,97
1394663369,99
1394664269,99
1394665169,95
1394666069,102
1394666969,99
1394667869,101
1394668769,92
1394669669,103
1394670569,93
1394671469,98
1394672369,93
1394673269,100
1394674169,101
1394675069,93
1394675969,96
1394676869,98
1394677769,91
1394678669,98
1394679569,102
1394680469,103
1394681369,90
1394682269,97
1394683169,101
1394684069,96
1394684969,96
1394685869,94
1394686769,93
1394687669,100
1394688569,101
1394689469,100
1394690369,92
1394691269,98
1394692169,99
1394693069,103
1394693969,97
1394694869,94
1394695769,94
1394696669,90
1394697569,103
1394698469,91
1394699369,96
1394700269,92
1394701169,102
1394702069,94
1394702969,96
1394703869,93
1394704769,93
1394705669,101
1394706569,90
1394707469,100
1394708369,93
1394709269,95
1394710169,94
1394711069,99
1394711969,99
1394712869,96
1394713769,95
1394714669,90
1394715569,94
1394716469,91
1394717369,102
1394718269,93
1394719169,96
1394720069,101
1394720969,96
1394721869,92
1394722769,102
1394723669,102
1394724569,97
1394725469,96
1394726369,96
1394727269,102
1394728169,97
1394729069,103
1394729969,97
1394730869,96
1394731769,90
1394732669,93
1394733569,103
1394734469,103
1394735369,92
1394736269,101
1394737169,96
1394738069,97
1394738969,99
1394739869,93
1394740769,100
1394741669,91
1394742569,96
1394743469,101
1394744369,101
1394745269,102
1394746169,93
1394747069,92
1394747969,101
1394748869,95
1394749769,99
1394750669,98
1394751569,94
1394752469,94
1394753369,95
1394754269,99
1394755169,90
1394756069,99
1394756969,101
1394757869,98
1394758769,92
1394759669,91
1394760569,91
1394761469,100
1394762369,102
1394763269,100
1394764169,97
1394765069,95
1394765969,95
1394766869,97
1394767769,102
1394768669,101
1394769569,99
1394770469,93
1394771369,93
1394772269,97
1394773169,100
1394774069,90
1394774969,100
1394775869,100
1394776769,97
1394777669,99
1394778569,99
1394779469,94
1394780369,102
1394781269,94
1394782169,92
1394783069,90
1394783969,94
1394784869,90
1394785769,101
1394786669,91
1394787569,95
1394788469,93
1394789369,95
1394790269,100
1394791169,93
1394792069,95
1394792969,101
1394793869,99
1394794769,96
1394795669,102
1394796569,97
1394797469,99
1394798369,102
1394799269,103
1394800169,97
1394801069,95
1394801969,101
1394802869,98
1394803769,98
1394804669,94
1394805569,98
1394806469,92
1394807369,94
1394808269,90
1394809169,96
1394810069,101
1394810969,99
1394811869,92
1394812769,93
1394813669,95
1394814569,91
1394815469,95
1394816369,90
1394817269,97
1394818169,98
1394819069,97
1394819969,94
1394820869,102
1394821769,101
1394822669,99
1394823569,93
1394824469,97
1394825369,91
1394826269,101
1394827169,92
1394828069,96
1394828969,97
1394829869,96
1394830769,94
1394831669,91
1394832569,101
1394833469,96
1394834369,91
1394835269,92
1394836169,99
1394837069,91
1394837969,96
1394838869,99
1394839769,90
1394840669,103
1394841569,101
1394842469,92
1394843369,94
1394844269,103
1394845169,98
1394846069,92
1394846969,93
1394847869,95
1394848769,100
1394849669,100
1394850569,101
1394851469,96
1394852369,90
1394853269,97
1394854169,96
1394855069,91
1394855969,93
1394856869,90
1394857769,91
1394858669,102
1394859569,91
1394860469,100
1394861369,94
1394862269,103
1394863169,94
1394864069,94
1394864969,90
1394865869,101
1394866769,99
1394867669,96
1394868569,102
1394869469,90
1394870369,99
1394871269,90
1394872169,91
1394873069,91
1394873969,93
1394874869,95
1394875769,96
1394876669,96
1394877569,94
1394878469,101
1394879369,94
1394880269,94
1394881169,102
1394882069,96
1394882969,93
1394883869,95
1394884769,91
1394885669,98
1394886569,90
1394887469,93
1394888369,98
1394889269,99
1394890169,94
1394891069,92
1394891969,102
1394892869,91
1394893769,101
1394894669,96
1394895569,103
1394896469,98
1394897369,93
1394898269,99
1394899169,90
1394900069,101
1394900969,99
1394901869,92
1394902769,103
1394903669,94
1394904569,94
1394905469,101
1394906369,101
1394907269,96
1394908169,101
1394909069,94
1394909969,96
1394910869,96
1394911769,93
1394912669,96
1394913569,90
1394914469,102
1394915369,92
1394916269,98
1394917169,94
1394918069,93
1394918969,90
1394919869,97
1394920769,98
1394921669,97
1394922569,91
1394923469,98
1394924369,95
1394925269,98
1394926169,91
1394927069,97
1394927969,102
1394928869,92
1394929769,92
1394930669,103
1394931569,91
1394932469,99
1394933369,97
1394934269,103
1394935169,98
1394936069,96
1394936969,90
1394937869,100
1394938769,94
1394939669,95
1394940569,99
1394941469,103
1394942369,92
1394943269,95
1394944169,98
1394945069,99
1394945969,91
1394946869,96
1394947769,102
1394948669,94
1394949569,90
1394950469,103
1394951369,102
1394952269,100
1394953169,92
1394954069,94
1394954969,101
1394955869,101
1394956769,101
1394957669,101
1394958569,101
1394959469,91
1394960369,96
1394961269,97
1394962169,97
1394963069,99
1394963969,97
1394964869,101
1394965769,96
1394966669,95
1394967569,101
1394968469,98
1394969369,92
1394970269,95
1394971169,100
1394972069,100
1394972969,97
1394973869,96
1394974769,97
1394975669,91
1394976569,100
1394977469,93
1394978369,91
1394979269,91
1394980169,92
1394981069,102
1394981969,100
1394982869,98
1394983769,90
1394984669,92
1394985569,103
1394986469,99
1394987369,99
1394988269,101
1394989169,102
1394990069,97
1394990969,101
1394991869,98
1394992769,99
1394993669,90
1394994569,90
1394995469,98
1394996369,93
1394997269,95
1394998169,98
1394999069,95
1394999969,98
1395000869,92
1395001769,90
1395002669,94
1395003569,90
1395004469,91
1395005369,95
1395006269,102
1395007169,102
1395008069,91
1395008969,90
1395009869,93
1395010769,99
1395011669,103
1395012569,101
1395013469,92
1395014369,99
1395015269,100
1395016169,99
1395017069,99
1395017969,93
1395018869,103
1395019769,102
1395020669,101
1395021569,101
1395022469,97
1395023369,101
1395024269,92
1395025169,95
1395026069,95
1395026969,92
1395027869,99
1395028769,93
1395029669,94
1395030569,93
1395031469,96
1395032369,96
1395033269,91
1395034169,101
1395035069,96
1395035969,95
1395036869,101
1395037769,100
1395038669,99
1395039569,92
1395040469,90
1395041369,103
1395042269,97
1395043169,93
1395044069,98
1395044969,95
1395045869,92
1395046769,90
1395047669,95
1395048569,93
1395049469,91
1395050369,100
1395051269,97
1395052169,96
1395053069,95
1395053969,97
1395054869,98
1395055769,99
1395056669,94
1395057569,92
1395058469,92
1395059369,93
1395060269,98
1395061169,101
1395062069,101
1395062969,95
1395063869,99
1395064769,92
1395065669,103
1395066569,98
1395067469,101
1395068369,96
1395069269,93
1395070169,102
1395071069,102
1395071969,103
1395072869,97
1395073769,92
1395074669,103
1395075569,101
1395076469,90
1395077369,100
1395078269,101
1395079169,100
1395080069,96
1395080969,92
1395081869,95
1395082769,96
1395083669,99
1395084569,96
1395085469,100
1395086369,98
1395087269,92
1395088169,101
1395089069,95
1395089969,102
1395090869,98
1395091769,90
1395092669,97
1395093569,101
1395094469,93
1395095369,101
1395096269,103
1395097169,90
1395098069,94
1395098969,95
1395099869,98
1395100769,103
1395101669,90
1395102569,92
1395103469,97
1395104369,94
1395105269,90
1395106169,102
1395107069,97
1395107969,90
1395108869,100
1395109769,98
1395110669,96
1395111569,91
1395112469,97
1395113369,102
1395114269,95
1395115169,94
1395116069,100
1395116969,97
1395117869,92
1395118769,93
1395119669,90
1395120569,103
1395121469,91
