_time,height
1408051660,59
1408052560,52
1408053460,59
1408054360,51
1408055260,54
1408056160,61
1408057060,58
1408057960,53
1408058860,56
1408059760,51
1408060660,53
1408061560,52
1408062460,52
1408063360,56
1408064260,50
1408065160,61
1408066060,52
1408066960,53
1408067860,57
1408068760,57
1408069660,54
1408070560,60
1408071460,53
1408072360,58
1408073260,57
1408074160,57
1408075060,56
1408075960,50
1408076860,56
1408077760,61
1408078660,53
1408079560,54
1408080460,50
1408081360,58
1408082260,54
1408083160,58
1408084060,53
1408084960,52
1408085860,50
1408086760,55
1408087660,59
1408088560,59
1408089460,56
1408090360,59
1408091260,60
1408092160,50
1408093060,60
1408093960,52
1408094860,60
1408095760,60
1408096660,56
1408097560,58
1408098460,61
1408099360,52
1408100260,52
1408101160,61
1408102060,54
1408102960,61
1408103860,59
1408104760,55
1408105660,56
1408106560,55
1408107460,60
1408108360,55
1408109260,51
1408110160,53
1408111060,53
1408111960,60
1408112860,60
1408113760,61
1408114660,59
1408115560,51
1408116460,57
1408117360,58
1408118260,51
1408119160,52
1408120060,52
1408120960,58
1408121860,61
1408122760,60
1408123660,56
1408124560,50
1408125460,50
1408126360,61
1408127260,59
1408128160,51
1408129060,59
1408129960,58
1408130860,51
1408131760,58
1408132660,50
1408133560,61
1408134460,57
1408135360,60
1408136260,52
1408137160,50
1408138060,61
1408138960,50
1408139860,58
1408140760,57
1408141660,54
1408142560,55
1408143460,61
1408144360,55
1408145260,61
1408146160,52
1408147060,54
1408147960,50
1408148860,53
1408149760,54
1408150660,61
1408151560,60
1408152460,55
1408153360,56
1408154260,60
1408155160,58
1408156060,53
1408156960,55
1408157860,51
1408158760,55
1408159660,53
1408160560,58
1408161460,56
1408162360,61
1408163260,52
1408164160,61
1408165060,59
1408165960,55
1408166860,52
1408167760,60
1408168660,52
1408169560,59
1408170460,51
1408171360,61
1408172260,54
1408173160,54
1408174060,59
1408174960,53
1408175860,52
1408176760,53
1408177660,60
1408178560,53
1408179460,60
1408180360,61
1408181260,50
1408182160,50
1408183060,56
1408183960,53
1408184860,54
1408185760,61
1408186660,57
1408187560,56
1408188460,55
1408189360,50
1408190260,53
1408191160,59
1408192060,50
1408192960,54
1408193860,53
1408194760,54
1408195660,51
1408196560,55
1408197460,55
1408198360,52
1408199260,57
1408200160,50
1408201060,55
1408201960,57
1408202860,55
1408203760,59
1408204660,56
1408205560,51
1408206460,59
1408207360,61
1408208260,56
1408209160,55
1408210060,59
1408210960,60
1408211860,51
1408212760,59
1408213660,54
1408214560,57
1408215460,56
1408216360,56
1408217260,52
1408218160,57
1408219060,56
1408219960,52
1408220860,57
1408221760,52
1408222660,51
1408223560,52
1408224460,58
1408225360,54
1408226260,55
1408227160,60
1408228060,55
1408228960,58
1408229860,59
1408230760,50
1408231660,57
1408232560,59
1408233460,50
1408234360,57
1408235260,50
1408236160,60
1408237060,58
1408237960,54
1408238860,58
1408239760,53
1408240660,58
1408241560,58
1408242460,51
1408243360,60
1408244260,58
1408245160,59
1408246060,54
1408246960,61
1408247860,61
1408248760,51
1408249660,59
1408250560,56
1408251460,61
1408252360,52
1408253260,55
1408254160,51
1408255060,59
1408255960,55
1408256860,58
1408257760,53
1408258660,60
1408259560,59
1408260460,57
1408261360,59
1408262260,56
1408263160,58
1408264060,56
1408264960,55
1408265860,55
1408266760,53
1408267660,60
1408268560,52
1408269460,57
1408270360,57
1408271260,57
1408272160,51
1408273060,58
1408273960,60
1408274860,54
1408275760,61
1408276660,61
1408277560,57
1408278460,55
1408279360,55
1408280260,50
1408281160,57
1408282060,51
1408282960,55
1408283860,60
1408284760,54
1408285660,50
1408286560,61
1408287460,52
1408288360,55
1408289260,57
1408290160,57
1408291060,52
1408291960,58
1408292860,56
1408293760,56
1408294660,54
1408295560,57
1408296460,52
1408297360,54
1408298260,58
1408299160,56
1408300060,60
1408300960,55
1408301860,57
1408302760,53
1408303660,55
1408304560,60
1408305460,58
1408306360,58
1408307260,59
1408308160,54
1408309060,52
1408309960,56
1408310860,50
1408311760,55
1408312660,59
1408313560,60
1408314460,54
1408315360,57
1408316260,52
1408317160,56
1408318060,60
1408318960,51
1408319860,54
1408320760,53
1408321660,61
1408322560,57
1408323460,54
1408324360,61
1408325260,56
1408326160,50
1408327060,54
1408327960,60
1408328860,50
1408329760,57
1408330660,54
1408331560,54
1408332460,54
1408333360,50
1408334260,57
1408335160,56
1408336060,61
1408336960,50
1408337860,51
1408338760,54
1408339660,57
1408340560,51
1408341460,59
1408342360,53
1408343260,56
1408344160,53
1408345060,50
1408345960,60
1408346860,58
1408347760,54
1408348660,54
1408349560,51
1408350460,51
1408351360,59
1408352260,59
1408353160,51
1408354060,61
1408354960,60
1408355860,54
1408356760,59
1408357660,60
1408358560,57
1408359460,61
1408360360,55
1408361260,57
1408362160,60
1408363060,59
1408363960,59
1408364860,50
1408365760,61
1408366660,57
1408367560,51
1408368460,61
1408369360,57
1408370260,54
1408371160,55
1408372060,51
1408372960,61
1408373860,61
1408374760,61
1408375660,58
1408376560,53
1408377460,54
1408378360,53
1408379260,51
1408380160,56
1408381060,56
1408381960,57
1408382860,61
1408383760,51
1408384660,54
1408385560,56
1408386460,58
1408387360,53
1408388260,51
1408389160,56
1408390060,53
1408390960,58
1408391860,55
1408392760,59
1408393660,53
1408394560,60
1408395460,59
1408396360,50
1408397260,57
1408398160,54
1408399060,59
1408399960,57
1408400860,58
1408401760,56
1408402660,61
1408403560,60
1408404460,59
1408405360,53
1408406260,50
1408407160,53
1408408060,58
1408408960,59
1408409860,52
1408410760,53
1408411660,59
1408412560,50
1408413460,55
1408414360,54
1408415260,60
1408416160,55
1408417060,50
1408417960,58
1408418860,58
1408419760,58
1408420660,50
1408421560,53
1408422460,56
1408423360,51
1408424260,58
1408425160,58
1408426060,53
1408426960,58
1408427860,52
1408428760,55
1408429660,51
1408430560,61
1408431460,56
1408432360,50
1408433260,53
1408434160,57
1408435060,54
1408435960,51
1408436860,58
1408437760,52
1408438660,55
1408439560,58
1408440460,58
1408441360,60
1408442260,61
1408443160,57
1408444060,58
1408444960,53
1408445860,60
1408446760,52
1408447660,58
1408448560,51
1408449460,50
1408450360,54
1408451260,58
1408452160,52
1408453060,54
1408453960,56
1408454860,52
1408455760,57
1408456660,59
1408457560,57
1408458460,50
1408459360,61
1408460260,58
1408461160,57
1408462060,51
1408462960,56
1408463860,57
1408464760,53
1408465660,59
1408466560,56
1408467460,60
1408468360,53
1408469260,56
1408470160,60
1408471060,59
1408471960,51
1408472860,55
1408473760,59
1408474660,58
1408475560,50
1408476460,60
1408477360,54
1408478260,55
1408479160,59
1408480060,56
1408480960,57
1408481860,59
1408482760,58
1408483660,59
1408484560,52
1408485460,59
1408486360,50
1408487260,55
1408488160,53
1408489060,51
1408489960,58
1408490860,52
1408491760,51
1408492660,50
1408493560,60
1408494460,54
1408495360,59
1408496260,56
1408497160,53
1408498060,55
1408498960,57
1408499860,54
1408500760,52
1408501660,61
1408502560,52
1408503460,50
1408504360,50
1408505260,54
1408506160,50
1408507060,61
1408507960,58
1408508860,61
1408509760,57
1408510660,61
1408511560,53
1408512460,58
1408513360,55
1408514260,50
1408515160,53
1408516060,53
1408516960,51
1408517860,50
1408518760,50
1408519660,61
1408520560,58
1408521460,57
1408522360,57
1408523260,54
1408524160,54
1408525060,61
1408525960,52
1408526860,57
1408527760,59
1408528660,56
1408529560,58
1408530460,54
1408531360,53
1408532260,55
1408533160,56
1408534060,61
1408534960,50
1408535860,52
1408536760,59
1408537660,57
1408538560,57
1408539460,55
1408540360,53
1408541260,51
1408542160,51
1408543060,59
1408543960,59
1408544860,56
1408545760,58
1408546660,58
1408547560,55
1408548460,60
1408549360,54
1408550260,56
1408551160,50
1408552060,56
1408552960,54
1408553860,53
1408554760,52
1408555660,52
1408556560,50
1408557460,53
1408558360,59
1408559260,54
1408560160,55
1408561060,60
1408561960,59
1408562860,56
1408563760,52
1408564660,60
1408565560,55
1408566460,59
1408567360,61
1408568260,54
1408569160,58
1408570060,50
1408570960,54
1408571860,56
1408572760,56
1408573660,52
1408574560,56
1408575460,57
1408576360,52
1408577260,56
1408578160,54
1408579060,54
1408579960,57
1408580860,50
1408581760,58
1408582660,52
1408583560,52
1408584460,54
1408585360,58
1408586260,54
1408587160,61
1408588060,56
1408588960,61
1408589860,51
1408590760,61
1408591660,50
1408592560,59
1408593460,56
1408594360,56
1408595260,61
1408596160,51
1408597060,54
1408597960,61
1408598860,56
1408599760,60
1408600660,56
1408601560,58
1408602460,52
1408603360,59
1408604260,61
1408605160,57
1408606060,51
1408606960,51
1408607860,52
1408608760,53
1408609660,57
1408610560,52
1408611460,54
1408612360,58
1408613260,54
1408614160,57
1408615060,53
1408615960,55
1408616860,59
1408617760,59
1408618660,61
1408619560,50
1408620460,59
1408621360,50
1408622260,61
1408623160,61
1408624060,55
1408624960,59
1408625860,56
1408626760,50
1408627660,59
1408628560,59
1408629460,57
1408630360,61
1408631260,50
1408632160,52
1408633060,52
1408633960,59
1408634860,55
1408635760,59
1408636660,53
1408637560,59
1408638460,54
1408639360,59
1408640260,54
1408641160,54
1408642060,50
1408642960,50
1408643860,52
1408644760,57
1408645660,58
1408646560,57
1408647460,50
1408648360,50
1408649260,60
1408650160,52
1408651060,50
1408651960,53
1408652860,58
1408653760,52
1408654660,52
1408655560,54
1408656460,59
1408657360,54
1408658260,60
1408659160,60
1408660060,55
1408660960,57
1408661860,61
1408662760,61
1408663660,50
1408664560,55
1408665460,51
1408666360,53
1408667260,54
1408668160,60
1408669060,60
1408669960,50
1408670860,54
1408671760,50
1408672660,50
1408673560,51
1408674460,57
1408675360,56
1408676260,61
1408677160,55
1408678060,51
1408678960,52
1408679860,59
1408680760,50
1408681660,55
1408682560,55
1408683460,61
1408684360,56
1408685260,56
1408686160,58
1408687060,61
1408687960,55
1408688860,52
1408689760,51
1408690660,55
1408691560,60
1408692460,50
1408693360,58
1408694260,55
1408695160,58
1408696060,54
1408696960,55
1408697860,57
1408698760,61
1408699660,55
1408700560,61
1408701460,60
1408702360,56
1408703260,50
1408704160,59
1408705060,61
1408705960,50
1408706860,60
1408707760,59
1408708660,58
1408709560,57
1408710460,59
1408711360,50
1408712260,56
1408713160,57
1408714060,59
1408714960,51
1408715860,61
1408716760,61
1408717660,51
1408718560,59
1408719460,57
1408720360,52
1408721260,50
1408722160,55
1408723060,50
1408723960,52
1408724860,53
1408725760,61
1408726660,57
1408727560,55
1408728460,53
1408729360,52
1408730260,58
1408731160,59
1408732060,61
1408732960,51
1408733860,61
1408734760,53
1408735660,56
1408736560,56
1408737460,53
1408738360,51
1408739260,56
1408740160,61
1408741060,55
1408741960,59
1408742860,54
1408743760,53
1408744660,57
1408745560,61
1408746460,55
1408747360,51
1408748260,58
1408749160,57
1408750060,60
1408750960,54
1408751860,59
1408752760,55
1408753660,57
1408754560,60
1408755460,58
1408756360,56
1408757260,53
1408758160,56
1408759060,59
1408759960,61
1408760860,55
1408761760,52
1408762660,50
1408763560,52
1408764460,52
1408765360,50
1408766260,50
1408767160,52
1408768060,50
1408768960,53
1408769860,57
1408770760,60
1408771660,53
1408772560,51
1408773460,58
1408774360,55
1408775260,59
1408776160,60
1408777060,61
1408777960,53
1408778860,50
1408779760,53
1408780660,59
1408781560,51
1408782460,60
1408783360,56
1408784260,57
1408785160,59
1408786060,58
1408786960,57
1408787860,57
1408788760,59
1408789660,58
1408790560,58
1408791460,57
1408792360,55
1408793260,55
1408794160,52
1408795060,57
1408795960,52
1408796860,61
1408797760,52
1408798660,53
1408799560,61
1408800460,58
1408801360,51
1408802260,61
1408803160,61
1408804060,56
1408804960,52
1408805860,54
1408806760,57
1408807660,52
1408808560,54
1408809460,60
1408810360,54
1408811260,57
1408812160,61
1408813060,50
1408813960,54
1408814860,58
1408815760,53
1408816660,54
1408817560,59
1408818460,55
1408819360,52
1408820260,55
1408821160,53
1408822060,54
1408822960,61
1408823860,52
1408824760,61
1408825660,60
1408826560,60
1408827460,60
1408828360,60
1408829260,54
1408830160,60
1408831060,51
1408831960,51
1408832860,58
1408833760,51
1408834660,59
1408835560,60
1408836460,56
1408837360,59
1408838260,60
1408839160,51
1408840060,52
1408840960,52
1408841860,53
1408842760,58
1408843660,55
1408844560,60
1408845460,57
1408846360,61
1408847260,51
1408848160,59
1408849060,52
1408849960,58
1408850860,52
1408851760,54
1408852660,58
1408853560,53
1408854460,61
1408855360,61
1408856260,51
1408857160,55
1408858060,58
1408858960,53
1408859860,51
1408860760,58
1408861660,56
1408862560,61
1408863460,60
1408864360,55
1408865260,61
1408866160,54
1408867060,52
1408867960,60
1408868860,56
1408869760,51
1408870660,60
1408871560,57
1408872460,60
1408873360,50
1408874260,52
1408875160,54
1408876060,55
1408876960,52
1408877860,57
1408878760,55
1408879660,60
1408880560,54
1408881460,57
1408882360,57
1408883260,59
1408884160,57
1408885060,60
1408885960,59
1408886860,58
1408887760,58
1408888660,58
1408889560,53
1408890460,55
1408891360,52
1408892260,50
1408893160,60
1408894060,50
1408894960,56
1408895860,56
1408896760,58
1408897660,55
1408898560,61
1408899460,57
1408900360,59
1408901260,53
1408902160,57
1408903060,54
1408903960,60
1408904860,52
1408905760,57
1408906660,53
1408907560,59
1408908460,54
1408909360,61
1408910260,59
1408911160,60
1408912060,61
1408912960,52
1408913860,51
1408914760,54
1408915660,61
1408916560,61
1408917460,50
1408918360,52
1408919260,52
1408920160,61
1408921060,57
1408921960,58
1408922860,57
1408923760,59
1408924660,53
1408925560,53
1408926460,51
1408927360,56
1408928260,51
1408929160,53
1408930060,54
1408930960,61
1408931860,51
1408932760,54
1408933660,52
1408934560,54
1408935460,53
1408936360,59
1408937260,58
1408938160,53
1408939060,56
1408939960,55
1408940860,50
1408941760,51
1408942660,58
1408943560,56
1408944460,53
1408945360,60
1408946260,59
1408947160,60
1408948060,57
1408948960,53
1408949860,57
1408950760,55
1408951660,52
1408952560,57
1408953460,53
1408954360,51
1408955260,54
1408956160,57
1408957060,56
1408957960,56
1408958860,51
1408959760,61
1408960660,54
1408961560,58
1408962460,56
1408963360,54
1408964260,55
1408965160,58
1408966060,58
1408966960,61
1408967860,58
1408968760,60
1408969660,51
1408970560,52
1408971460,57
1408972360,56
1408973260,60
1408974160,61
1408975060,53
1408975960,51
1408976860,55
1408977760,59
1408978660,53
1408979560,54
1408980460,61
1408981360,53
1408982260,58
1408983160,57
1408984060,50
1408984960,50
1408985860,50
1408986760,61
1408987660,56
1408988560,52
1408989460,59
1408990360,60
1408991260,52
1408992160,51
1408993060,59
1408993960,59
1408994860,55
1408995760,51
1408996660,57
1408997560,51
1408998460,53
1408999360,55
1409000260,60
1409001160,51
1409002060,60
1409002960,53
1409003860,52
1409004760,52
1409005660,60
1409006560,56
1409007460,58
1409008360,59
1409009260,61
1409010160,58
1409011060,52
1409011960,59
1409012860,50
1409013760,55
1409014660,50
1409015560,54
1409016460,50
1409017360,54
1409018260,56
1409019160,60
1409020060,57
1409020960,51
1409021860,58
1409022760,52
1409023660,61
1409024560,61
1409025460,51
1409026360,55
1409027260,52
1409028160,59
1409029060,50
1409029960,55
1409030860,54
1409031760,50
1409032660,51
1409033560,60
1409034460,52
1409035360,52
1409036260,58
1409037160,57
1409038060,54
1409038960,56
1409039860,56
1409040760,53
1409041660,53
1409042560,57
1409043460,61
1409044360,60
1409045260,52
1409046160,59
1409047060,52
1409047960,59
1409048860,54
1409049760,50
1409050660,51
1409051560,56
1409052460,55
1409053360,53
1409054260,60
1409055160,53
1409056060,51
1409056960,55
1409057860,53
1409058760,56
1409059660,53
1409060560,57
1409061460,59
1409062360,59
1409063260,54
1409064160,60
1409065060,54
1409065960,61
1409066860,56
1409067760,59
1409068660,55
1409069560,50
1409070460,55
1409071360,52
1409072260,57
1409073160,51
1409074060,56
1409074960,55
1409075860,51
1409076760,53
1409077660,56
1409078560,50
1409079460,54
1409080360,52
1409081260,60
1409082160,56
1409083060,51
1409083960,53
1409084860,52
1409085760,60
1409086660,60
1409087560,52
1409088460,51
1409089360,51
1409090260,53
1409091160,52
1409092060,51
1409092960,52
1409093860,57
1409094760,52
1409095660,56
1409096560,50
1409097460,50
1409098360,52
1409099260,60
1409100160,50
1409101060,59
1409101960,52
1409102860,54
1409103760,54
1409104660,57
1409105560,58
1409106460,61
1409107360,53
1409108260,56
1409109160,53
1409110060,50
1409110960,56
1409111860,51
1409112760,53
1409113660,55
1409114560,58
1409115460,61
1409116360,59
1409117260,55
1409118160,52
1409119060,59
1409119960,55
1409120860,53
1409121760,57
1409122660,59
1409123560,60
1409124460,59
1409125360,52
1409126260,53
1409127160,54
1409128060,55
1409128960,60
1409129860,59
1409130760,52
1409131660,55
1409132560,52
1409133460,55
1409134360,50
1409135260,54
1409136160,58
1409137060,61
1409137960,53
1409138860,53
1409139760,56
1409140660,56
1409141560,60
1409142460,61
1409143360,50
1409144260,50
1409145160,50
1409146060,58
1409146960,60
1409147860,51
1409148760,54
1409149660,50
1409150560,55
1409151460,57
1409152360,58
1409153260,52
1409154160,61
1409155060,56
1409155960,55
1409156860,54
1409157760,58
1409158660,50
1409159560,59
1409160460,52
1409161360,53
1409162260,50
1409163160,59
1409164060,54
1409164960,56
1409165860,53
1409166760,50
1409167660,60
1409168560,54
1409169460,61
1409170360,50
1409171260,56
1409172160,55
1409173060,53
1409173960,61
1409174860,52
1409175760,61
1409176660,53
1409177560,53
1409178460,51
1409179360,50
1409180260,60
1409181160,51
1409182060,59
1409182960,50
1409183860,59
1409184760,53
1409185660,59
1409186560,55
1409187460,60
1409188360,61
1409189260,58
1409190160,50
1409191060,60
1409191960,60
1409192860,57
1409193760,59
1409194660,54
1409195560,57
1409196460,59
1409197360,57
1409198260,53
1409199160,52
1409200060,53
1409200960,58
1409201860,52
1409202760,52
1409203660,54
1409204560,50
1409205460,55
1409206360,60
1409207260,50
1409208160,57
1409209060,50
1409209960,56
1409210860,61
1409211760,56
1409212660,60
1409213560,55
1409214460,58
1409215360,51
1409216260,54
1409217160,52
1409218060,59
1409218960,53
1409219860,59
1409220760,52
1409221660,52
1409222560,53
1409223460,61
1409224360,53
1409225260,52
1409226160,54
1409227060,54
1409227960,51
1409228860,59
1409229760,59
1409230660,52
1409231560,59
1409232460,52
1409233360,53
1409234260,57
1409235160,55
1409236060,51
1409236960,50
1409237860,60
1409238760,57
1409239660,52
1409240560,56
1409241460,55
1409242360,55
1409243260,51
1409244160,56
1409245060,57
1409245960,51
1409246860,56
1409247760,58
1409248660,61
1409249560,57
1409250460,50
1409251360,58
1409252260,60
1409253160,58
1409254060,53
1409254960,51
1409255860,57
1409256760,56
1409257660,57
1409258560,51
1409259460,50
1409260360,52
1409261260,55
1409262160,56
1409263060,59
1409263960,55
1409264860,50
1409265760,59
1409266660,52
1409267560,59
1409268460,53
1409269360,60
1409270260,58
1409271160,52
1409272060,53
1409272960,50
1409273860,51
1409274760,61
1409275660,53
1409276560,56
1409277460,51
1409278360,50
1409279260,51
1409280160,55
1409281060,56
1409281960,56
1409282860,60
1409283760,58
1409284660,51
1409285560,51
1409286460,51
1409287360,50
1409288260,61
1409289160,50
1409290060,58
1409290960,60
1409291860,59
1409292760,57
1409293660,50
1409294560,51
1409295460,60
1409296360,57
1409297260,51
1409298160,57
1409299060,59
1409299960,54
1409300860,55
1409301760,57
1409302660,54
1409303560,53
1409304460,50
1409305360,57
1409306260,51
1409307160,57
1409308060,57
1409308960,52
1409309860,52
1409310760,54
1409311660,57
1409312560,53
1409313460,54
1409314360,59
1409315260,61
1409316160,55
1409317060,55
1409317960,50
1409318860,60
1409319760,61
1409320660,50
1409321560,57
1409322460,51
1409323360,58
1409324260,55
1409325160,56
1409326060,57
1409326960,50
1409327860,61
1409328760,58
1409329660,58
1409330560,51
1409331460,53
1409332360,54
1409333260,55
1409334160,51
1409335060,57
1409335960,53
1409336860,60
1409337760,52
1409338660,58
1409339560,54
1409340460,59
1409341360,53
1409342260,57
1409343160,56
1409344060,52
1409344960,61
1409345860,53
1409346760,56
1409347660,60
1409348560,56
1409349460,61
1409350360,51
1409351260,61
1409352160,55
1409353060,59
1409353960,55
1409354860,60
1409355760,58
1409356660,57
1409357560,59
1409358460,53
1409359360,58
1409360260,52
1409361160,61
1409362060,52
1409362960,55
1409363860,61
1409364760,52
1409365660,56
1409366560,51
1409367460,55
1409368360,55
1409369260,58
1409370160,54
1409371060,54
1409371960,52
1409372860,59
1409373760,61
1409374660,61
1409375560,50
1409376460,53
1409377360,58
1409378260,50
1409379160,60
1409380060,57
1409380960,53
1409381860,59
1409382760,55
1409383660,51
1409384560,59
1409385460,55
1409386360,51
1409387260,50
1409388160,60
1409389060,55
1409389960,60
1409390860,56
1409391760,51
1409392660,58
1409393560,50
1409394460,52
1409395360,55
1409396260,51
1409397160,58
1409398060,53
1409398960,55
1409399860,58
1409400760,50
1409401660,57
1409402560,52
1409403460,61
1409404360,59
1409405260,57
1409406160,54
1409407060,56
1409407960,57
1409408860,50
1409409760,58
1409410660,50
1409411560,61
1409412460,61
1409413360,59
1409414260,58
1409415160,50
1409416060,55
1409416960,55
1409417860,53
1409418760,60
1409419660,53
1409420560,53
1409421460,61
1409422360,54
1409423260,52
1409424160,55
1409425060,55
1409425960,60
1409426860,60
1409427760,57
1409428660,52
1409429560,57
1409430460,50
1409431360,57
1409432260,54
1409433160,58
1409434060,51
1409434960,50
1409435860,52
1409436760,61
1409437660,56
1409438560,52
1409439460,55
1409440360,59
1409441260,54
1409442160,52
1409443060,52
1409443960,57
1409444860,59
1409445760,55
1409446660,56
1409447560,55
1409448460,61
1409449360,58
1409450260,50
1409451160,53
1409452060,50
1409452960,55
1409453860,61
1409454760,58
1409455660,54
1409456560,58
1409457460,58
1409458360,51
1409459260,61
1409460160,55
1409461060,52
1409461960,51
1409462860,55
1409463760,53
1409464660,56
1409465560,50
1409466460,59
1409467360,55
1409468260,57
1409469160,55
1409470060,60
1409470960,52
1409471860,57
1409472760,54
1409473660,56
1409474560,59
1409475460,59
1409476360,50
1409477260,59
1409478160,59
1409479060,61
1409479960,51
1409480860,50
1409481760,53
1409482660,54
1409483560,58
1409484460,60
1409485360,50
1409486260,58
1409487160,50
1409488060,60
1409488960,60
1409489860,54
1409490760,61
1409491660,57
1409492560,60
1409493460,51
1409494360,58
1409495260,58
1409496160,59
1409497060,58
1409497960,50
1409498860,59
1409499760,50
1409500660,60
1409501560,52
1409502460,54
1409503360,58
1409504260,51
1409505160,59
1409506060,53
1409506960,54
1409507860,52
1409508760,56
1409509660,61
1409510560,61
1409511460,54
1409512360,50
1409513260,61
1409514160,54
1409515060,58
1409515960,59
1409516860,61
1409517760,51
1409518660,59
1409519560,51
1409520460,60
1409521360,53
1409522260,51
1409523160,56
1409524060,59
1409524960,59
1409525860,60
1409526760,52
1409527660,60
1409528560,53
1409529460,51
1409530360,51
1409531260,60
1409532160,56
1409533060,54
1409533960,58
1409534860,51
1409535760,51
1409536660,53
1409537560,54
1409538460,59
1409539360,53
1409540260,54
1409541160,54
1409542060,57
1409542960,55
1409543860,55
1409544760,61
1409545660,55
1409546560,54
1409547460,52
1409548360,59
1409549260,56
1409550160,60
1409551060,56
1409551960,54
1409552860,51
1409553760,57
1409554660,57
1409555560,59
1409556460,55
1409557360,52
1409558260,53
1409559160,51
1409560060,50
1409560960,53
1409561860,57
1409562760,55
1409563660,53
1409564560,53
1409565460,54
1409566360,61
1409567260,59
