_time,height
1408349560,137
1408350460,135
1408351360,136
1408352260,128
1408353160,127
1408354060,129
1408354960,131
1408355860,122
1408356760,114
1408357660,110
1408358560,118
1408359460,105
1408360360,100
1408361260,104
1408362160,98
1408363060,92
1408363960,100
1408364860,89
1408365760,86
1408366660,86
1408367560,87
1408368460,84
1408369360,73
1408370260,73
1408371160,72
1408372060,64
1408372960,66
1408373860,60
1408374760,52
1408375660,58
1408376560,48
1408377460,56
1408378360,50
1408379260,50
1408380160,42
1408381060,52
1408381960,42
1408382860,42
1408383760,42
1408384660,49
1408385560,45
1408386460,46
1408387360,52
1408388260,42
1408389160,46
1408390060,45
1408390960,44
1408391860,56
1408392760,60
1408393660,54
1408394560,58
1408395460,63
1408396360,69
1408397260,62
1408398160,70
1408399060,67
1408399960,74
1408400860,79
1408401760,86
1408402660,88
1408403560,92
1408404460,88
1408405360,96
1408406260,97
1408407160,102
1408408060,101
1408408960,101
1408409860,113
1408410760,108
1408411660,113
1408412560,121
1408413460,119
1408414360,130
1408415260,130
1408416160,130
1408417060,128
1408417960,139
1408418860,137
1408419760,138
1408420660,134
1408421560,137
1408422460,145
1408423360,145
1408424260,141
1408425160,138
1408426060,146
1408426960,152
1408427860,152
1408428760,146
1408429660,149
1408430560,140
1408431460,141
1408432360,150
1408433260,143
1408434160,147
1408435060,144
1408435960,140
1408436860,139
1408437760,137
1408438660,130
1408439560,124
1408440460,125
1408441360,121
1408442260,125
1408443160,122
1408444060,112
1408444960,111
1408445860,116
1408446760,110
1408447660,107
1408448560,101
1408449460,94
1408450360,96
1408451260,92
1408452160,90
1408453060,90
1408453960,87
1408454860,79
1408455760,81
1408456660,78
1408457560,62
1408458460,60
1408459360,58
1408460260,66
1408461160,54
1408462060,55
1408462960,49
1408463860,56
1408464760,49
1408465660,51
1408466560,51
1408467460,43
1408468360,41
1408469260,53
1408470160,47
1408471060,44
1408471960,41
1408472860,49
1408473760,52
1408474660,54
1408475560,42
1408476460,51
1408477360,46
1408478260,58
1408479160,48
1408480060,51
1408480960,64
1408481860,57
1408482760,57
1408483660,61
1408484560,64
1408485460,76
1408486360,74
1408487260,83
1408488160,83
1408489060,78
1408489960,87
1408490860,89
1408491760,87
1408492660,93
1408493560,98
1408494460,109
1408495360,103
1408496260,102
1408497160,118
1408498060,118
1408498960,118
1408499860,127
1408500760,130
1408501660,133
1408502560,129
1408503460,128
1408504360,130
1408505260,136
1408506160,142
1408507060,136
1408507960,144
1408508860,139
1408509760,138
1408510660,145
1408511560,143
1408512460,151
1408513360,140
1408514260,142
1408515160,141
1408516060,148
1408516960,149
1408517860,141
1408518760,138
1408519660,148
1408520560,144
1408521460,141
1408522360,136
1408523260,140
1408524160,140
1408525060,131
1408525960,128
1408526860,122
1408527760,127
1408528660,125
1408529560,117
1408530460,116
1408531360,114
1408532260,108
1408533160,104
1408534060,106
1408534960,93
1408535860,91
1408536760,100
1408537660,89
1408538560,82
1408539460,82
1408540360,80
1408541260,74
1408542160,76
1408543060,72
1408543960,68
1408544860,66
1408545760,60
1408546660,60
1408547560,64
1408548460,61
1408549360,58
1408550260,48
1408551160,57
1408552060,47
1408552960,42
1408553860,47
1408554760,52
1408555660,52
1408556560,41
1408557460,40
1408558360,46
1408559260,42
1408560160,52
1408561060,47
1408561960,49
1408562860,53
1408563760,54
1408564660,47
1408565560,56
1408566460,58
1408567360,62
1408568260,57
1408569160,63
1408570060,69
1408570960,72
1408571860,66
1408572760,79
1408573660,78
1408574560,85
1408575460,87
1408576360,81
1408577260,90
1408578160,98
1408579060,97
1408579960,101
1408580860,109
1408581760,107
1408582660,105
1408583560,105
1408584460,112
1408585360,123
1408586260,124
1408587160,130
1408588060,123
1408588960,125
1408589860,135
1408590760,138
1408591660,138
1408592560,132
1408593460,142
1408594360,138
1408595260,145
1408596160,142
1408597060,147
1408597960,145
1408598860,143
1408599760,150
1408600660,146
1408601560,150
1408602460,141
1408603360,148
1408604260,150
1408605160,147
1408606060,138
1408606960,140
1408607860,137
1408608760,135
1408609660,134
1408610560,137
1408611460,125
1408612360,127
1408613260,128
1408614160,126
1408615060,127
1408615960,121
1408616860,109
1408617760,114
1408618660,106
1408619560,107
1408620460,98
1408621360,103
1408622260,103
1408623160,88
1408624060,94
1408624960,82
1408625860,87
1408626760,75
1408627660,74
1408628560,77
1408629460,65
1408630360,63
1408631260,59
1408632160,59
1408633060,57
1408633960,60
1408634860,53
1408635760,60
1408636660,48
1408637560,55
1408638460,51
1408639360,52
1408640260,43
1408641160,47
1408642060,49
1408642960,41
1408643860,40
1408644760,51
1408645660,41
1408646560,48
1408647460,50
1408648360,42
1408649260,55
1408650160,55
1408651060,51
1408651960,54
1408652860,60
1408653760,65
1408654660,61
1408655560,57
1408656460,72
1408657360,73
1408658260,71
1408659160,71
1408660060,80
1408660960,84
1408661860,85
1408662760,81
1408663660,87
1408664560,90
1408665460,91
1408666360,99
1408667260,107
1408668160,106
1408669060,105
1408669960,105
1408670860,113
1408671760,114
1408672660,126
1408673560,122
1408674460,128
1408675360,131
1408676260,137
1408677160,131
1408678060,129
1408678960,141
1408679860,140
1408680760,139
1408681660,136
1408682560,145
1408683460,147
1408684360,145
1408685260,140
1408686160,145
1408687060,139
1408687960,148
1408688860,142
1408689760,140
1408690660,140
1408691560,148
1408692460,139
1408693360,144
1408694260,139
1408695160,137
1408696060,129
1408696960,127
1408697860,126
1408698760,124
1408699660,128
1408700560,120
1408701460,115
1408702360,113
1408703260,110
1408704160,119
1408705060,103
1408705960,112
1408706860,109
1408707760,99
1408708660,100
1408709560,94
1408710460,90
1408711360,85
1408712260,83
1408713160,76
1408714060,73
1408714960,80
1408715860,74
1408716760,73
1408717660,59
1408718560,64
1408719460,62
1408720360,60
1408721260,61
1408722160,53
1408723060,47
1408723960,46
1408724860,46
1408725760,54
1408726660,43
1408727560,51
1408728460,52
1408729360,40
1408730260,49
1408731160,42
1408732060,50
1408732960,45
1408733860,42
1408734760,44
1408735660,46
1408736560,55
1408737460,58
1408738360,60
1408739260,62
1408740160,65
1408741060,64
1408741960,60
1408742860,70
1408743760,67
1408744660,73
1408745560,78
1408746460,71
1408747360,81
1408748260,76
1408749160,92
1408750060,92
1408750960,99
1408751860,89
1408752760,99
1408753660,102
1408754560,100
1408755460,110
1408756360,113
1408757260,112
1408758160,121
1408759060,125
1408759960,127
1408760860,127
1408761760,123
1408762660,125
1408763560,140
1408764460,135
1408765360,137
1408766260,142
1408767160,146
1408768060,139
1408768960,143
1408769860,145
1408770760,146
1408771660,152
1408772560,140
1408773460,152
1408774360,147
1408775260,151
1408776160,143
1408777060,147
1408777960,150
1408778860,149
1408779760,142
1408780660,140
1408781560,133
1408782460,139
1408783360,127
1408784260,128
1408785160,125
1408786060,133
1408786960,123
1408787860,127
1408788760,124
1408789660,112
1408790560,109
1408791460,111
1408792360,108
1408793260,105
1408794160,101
1408795060,98
1408795960,92
1408796860,93
1408797760,85
1408798660,90
1408799560,84
1408800460,81
1408801360,72
1408802260,74
1408803160,64
1408804060,65
1408804960,63
1408805860,67
1408806760,61
1408807660,63
1408808560,60
1408809460,54
1408810360,55
1408811260,56
1408812160,51
1408813060,48
1408813960,48
1408814860,51
1408815760,50
1408816660,45
1408817560,40
1408818460,49
1408819360,43
1408820260,51
1408821160,54
1408822060,55
1408822960,54
1408823860,57
1408824760,49
1408825660,56
1408826560,58
1408827460,61
1408828360,67
1408829260,65
1408830160,61
1408831060,70
1408831960,77
1408832860,81
1408833760,82
1408834660,79
1408835560,91
1408836460,87
1408837360,97
1408838260,89
1408839160,105
1408840060,100
1408840960,112
1408841860,102
1408842760,118
1408843660,113
1408844560,121
1408845460,116
1408846360,130
1408847260,120
1408848160,127
1408849060,135
1408849960,132
1408850860,133
1408851760,133
1408852660,140
1408853560,134
1408854460,142
1408855360,145
1408856260,150
1408857160,150
1408858060,141
1408858960,143
1408859860,142
1408860760,148
1408861660,148
1408862560,151
1408863460,150
1408864360,139
1408865260,147
1408866160,140
1408867060,141
1408867960,131
1408868860,138
1408869760,140
1408870660,133
1408871560,124
1408872460,130
1408873360,130
1408874260,116
1408875160,122
1408876060,118
1408876960,118
1408877860,114
1408878760,102
1408879660,98
1408880560,96
1408881460,91
1408882360,96
1408883260,92
1408884160,81
1408885060,88
1408885960,80
1408886860,82
1408887760,79
1408888660,75
1408889560,74
1408890460,72
1408891360,62
1408892260,57
1408893160,61
1408894060,57
1408894960,61
1408895860,57
1408896760,48
1408897660,47
1408898560,47
1408899460,48
1408900360,50
1408901260,45
1408902160,47
1408903060,45
1408903960,42
1408904860,43
1408905760,44
1408906660,49
1408907560,49
1408908460,48
1408909360,51
1408910260,50
1408911160,50
1408912060,61
1408912960,57
1408913860,57
1408914760,69
1408915660,71
1408916560,69
1408917460,71
1408918360,68
1408919260,70
1408920160,79
1408921060,88
1408921960,84
1408922860,93
1408923760,96
1408924660,93
1408925560,93
1408926460,109
1408927360,107
1408928260,115
1408929160,108
1408930060,115
1408930960,124
1408931860,116
1408932760,130
1408933660,120
1408934560,122
1408935460,131
1408936360,131
1408937260,131
1408938160,136
1408939060,134
1408939960,135
1408940860,147
1408941760,137
1408942660,150
1408943560,148
1408944460,140
1408945360,145
1408946260,139
1408947160,151
1408948060,148
1408948960,149
1408949860,143
1408950760,139
1408951660,147
1408952560,137
1408953460,140
1408954360,144
1408955260,132
1408956160,135
1408957060,127
1408957960,131
1408958860,124
1408959760,124
1408960660,124
1408961560,119
1408962460,121
1408963360,116
1408964260,113
1408965160,110
1408966060,105
1408966960,100
1408967860,90
1408968760,92
1408969660,89
1408970560,80
1408971460,77
1408972360,81
1408973260,77
1408974160,78
1408975060,69
1408975960,63
1408976860,60
1408977760,70
1408978660,67
1408979560,57
1408980460,53
1408981360,57
1408982260,56
1408983160,58
1408984060,54
1408984960,53
1408985860,50
1408986760,47
1408987660,40
1408988560,40
1408989460,41
1408990360,53
1408991260,48
1408992160,52
1408993060,51
1408993960,42
1408994860,49
1408995760,57
1408996660,53
1408997560,49
1408998460,50
1408999360,53
1409000260,61
1409001160,66
1409002060,66
1409002960,68
1409003860,64
1409004760,73
1409005660,74
1409006560,74
1409007460,86
1409008360,91
1409009260,94
1409010160,91
1409011060,91
1409011960,100
1409012860,105
1409013760,112
1409014660,111
1409015560,105
1409016460,110
1409017360,124
1409018260,114
1409019160,121
1409020060,126
1409020960,125
1409021860,128
1409022760,137
1409023660,134
1409024560,132
1409025460,134
1409026360,141
1409027260,142
1409028160,137
1409029060,146
1409029960,151
1409030860,146
1409031760,146
1409032660,143
1409033560,152
1409034460,139
1409035360,143
1409036260,138
1409037160,142
1409038060,144
1409038960,140
1409039860,135
1409040760,139
1409041660,139
1409042560,138
1409043460,136
1409044360,133
1409045260,127
1409046160,119
1409047060,125
1409047960,125
1409048860,116
1409049760,119
1409050660,112
1409051560,106
1409052460,108
1409053360,99
1409054260,90
1409055160,98
1409056060,88
1409056960,80
1409057860,79
1409058760,86
1409059660,80
1409060560,75
1409061460,66
1409062360,62
1409063260,66
1409064160,62
1409065060,62
1409065960,58
1409066860,58
1409067760,48
1409068660,58
1409069560,51
1409070460,56
1409071360,44
1409072260,54
1409073160,47
1409074060,51
1409074960,51
1409075860,40
1409076760,52
1409077660,44
1409078560,50
1409079460,52
1409080360,52
1409081260,43
1409082160,54
1409083060,50
1409083960,56
1409084860,51
1409085760,57
1409086660,62
1409087560,57
1409088460,64
1409089360,63
1409090260,76
1409091160,68
1409092060,72
1409092960,81
1409093860,86
1409094760,82
1409095660,95
1409096560,99
1409097460,96
1409098360,98
1409099260,101
1409100160,104
1409101060,105
1409101960,108
1409102860,109
1409103760,123
1409104660,126
1409105560,123
1409106460,122
1409107360,130
1409108260,136
1409109160,132
1409110060,134
1409110960,139
1409111860,140
1409112760,145
1409113660,140
1409114560,143
1409115460,147
1409116360,149
1409117260,152
1409118160,149
1409119060,146
1409119960,152
1409120860,145
1409121760,152
1409122660,150
1409123560,139
1409124460,149
1409125360,146
1409126260,134
1409127160,131
1409128060,134
1409128960,128
1409129860,126
1409130760,124
1409131660,122
1409132560,119
1409133460,127
1409134360,121
1409135260,119
1409136160,112
1409137060,114
1409137960,106
1409138860,108
1409139760,104
1409140660,101
1409141560,96
1409142460,83
1409143360,81
1409144260,86
1409145160,75
1409146060,77
1409146960,70
1409147860,67
1409148760,68
1409149660,70
1409150560,61
1409151460,57
1409152360,60
1409153260,58
1409154160,54
1409155060,59
1409155960,56
1409156860,45
1409157760,43
1409158660,41
1409159560,47
1409160460,43
1409161360,42
1409162260,47
1409163160,50
1409164060,49
1409164960,51
1409165860,53
1409166760,53
1409167660,56
1409168560,56
1409169460,47
1409170360,48
1409171260,50
1409172160,53
1409173060,62
1409173960,58
1409174860,61
1409175760,63
1409176660,67
1409177560,72
1409178460,70
1409179360,74
1409180260,89
1409181160,89
1409182060,85
1409182960,89
1409183860,96
1409184760,104
1409185660,108
1409186560,112
1409187460,104
1409188360,108
1409189260,108
1409190160,115
1409191060,120
1409191960,119
1409192860,124
1409193760,122
1409194660,127
1409195560,140
1409196460,133
1409197360,135
1409198260,135
1409199160,141
1409200060,140
1409200960,149
1409201860,150
1409202760,149
1409203660,151
1409204560,148
1409205460,139
1409206360,151
1409207260,139
1409208160,150
1409209060,145
1409209960,149
1409210860,136
1409211760,148
1409212660,136
1409213560,141
1409214460,133
1409215360,139
1409216260,130
1409217160,130
1409218060,129
1409218960,126
1409219860,121
1409220760,123
1409221660,120
1409222560,119
1409223460,115
1409224360,113
1409225260,100
1409226160,106
1409227060,97
1409227960,95
1409228860,90
1409229760,83
1409230660,89
1409231560,83
1409232460,79
1409233360,68
1409234260,76
1409235160,68
1409236060,59
1409236960,70
1409237860,61
1409238760,57
1409239660,59
1409240560,56
1409241460,46
1409242360,51
1409243260,45
1409244160,46
1409245060,44
1409245960,51
1409246860,45
1409247760,48
1409248660,50
1409249560,43
1409250460,46
1409251360,53
1409252260,42
1409253160,47
1409254060,43
1409254960,44
1409255860,59
1409256760,53
1409257660,62
1409258560,60
1409259460,65
1409260360,67
1409261260,68
1409262160,73
1409263060,69
1409263960,80
1409264860,80
1409265760,81
1409266660,89
1409267560,84
1409268460,83
1409269360,99
1409270260,91
1409271160,92
1409272060,100
1409272960,99
1409273860,114
1409274760,105
1409275660,109
1409276560,122
1409277460,127
1409278360,127
1409279260,123
1409280160,125
1409281060,136
1409281960,139
1409282860,134
1409283760,140
1409284660,138
1409285560,135
1409286460,142
1409287360,144
1409288260,145
1409289160,146
1409290060,147
1409290960,147
1409291860,151
1409292760,141
1409293660,152
1409294560,139
1409295460,149
1409296360,139
1409297260,146
1409298160,148
1409299060,135
1409299960,142
1409300860,133
1409301760,129
1409302660,125
1409303560,125
1409304460,132
1409305360,127
1409306260,119
1409307160,117
1409308060,112
1409308960,108
1409309860,108
1409310760,101
1409311660,99
1409312560,97
1409313460,94
1409314360,88
1409315260,86
1409316160,87
1409317060,83
1409317960,87
1409318860,79
1409319760,77
1409320660,69
1409321560,71
1409322460,60
1409323360,58
1409324260,64
1409325160,64
1409326060,62
1409326960,56
1409327860,57
1409328760,56
1409329660,54
1409330560,42
1409331460,42
1409332360,52
1409333260,45
1409334160,47
1409335060,43
1409335960,46
1409336860,41
1409337760,53
1409338660,46
1409339560,52
1409340460,43
1409341360,56
1409342260,49
1409343160,49
1409344060,54
1409344960,62
1409345860,63
1409346760,68
1409347660,66
1409348560,62
1409349460,67
1409350360,68
1409351260,79
1409352160,76
1409353060,80
1409353960,87
1409354860,85
1409355760,87
1409356660,102
1409357560,99
1409358460,99
1409359360,103
1409360260,111
1409361160,113
1409362060,121
1409362960,119
1409363860,119
1409364760,121
1409365660,124
1409366560,127
1409367460,136
1409368360,134
1409369260,142
1409370160,132
1409371060,142
1409371960,138
1409372860,145
1409373760,148
1409374660,139
1409375560,144
1409376460,144
1409377360,139
1409378260,151
1409379160,143
1409380060,140
1409380960,152
1409381860,146
1409382760,142
1409383660,147
1409384560,136
1409385460,140
1409386360,134
1409387260,135
1409388160,138
1409389060,129
1409389960,135
1409390860,121
1409391760,119
1409392660,116
1409393560,120
1409394460,120
1409395360,116
1409396260,109
1409397160,102
1409398060,101
1409398960,93
1409399860,103
1409400760,96
1409401660,95
1409402560,88
1409403460,80
1409404360,78
1409405260,82
1409406160,74
1409407060,66
1409407960,63
1409408860,63
1409409760,65
1409410660,56
1409411560,54
1409412460,52
1409413360,54
1409414260,55
1409415160,50
1409416060,55
1409416960,42
1409417860,46
1409418760,41
1409419660,52
1409420560,51
1409421460,44
1409422360,43
1409423260,51
1409424160,47
1409425060,48
1409425960,50
1409426860,43
1409427760,45
1409428660,49
1409429560,51
1409430460,58
1409431360,52
1409432260,61
1409433160,67
1409434060,72
1409434960,73
1409435860,75
1409436760,74
1409437660,81
1409438560,85
1409439460,88
1409440360,85
1409441260,84
1409442160,97
1409443060,95
1409443960,104
1409444860,109
1409445760,101
1409446660,105
1409447560,106
1409448460,115
1409449360,120
1409450260,121
1409451160,120
1409452060,128
1409452960,125
1409453860,131
1409454760,133
1409455660,141
1409456560,139
1409457460,134
1409458360,139
1409459260,140
1409460160,143
1409461060,143
1409461960,140
1409462860,146
1409463760,143
1409464660,147
1409465560,142
1409466460,152
1409467360,145
1409468260,151
1409469160,150
1409470060,145
1409470960,147
1409471860,138
1409472760,140
1409473660,131
1409474560,139
1409475460,136
1409476360,135
1409477260,121
1409478160,130
1409479060,121
1409479960,123
1409480860,110
1409481760,109
1409482660,109
1409483560,109
1409484460,108
1409485360,98
1409486260,92
1409487160,90
1409488060,95
1409488960,86
1409489860,79
1409490760,75
1409491660,75
1409492560,73
1409493460,73
1409494360,65
1409495260,66
1409496160,65
1409497060,57
1409497960,52
1409498860,52
1409499760,51
1409500660,48
1409501560,58
1409502460,55
1409503360,47
1409504260,54
1409505160,50
1409506060,43
1409506960,44
1409507860,52
1409508760,48
1409509660,52
1409510560,53
1409511460,53
1409512360,53
1409513260,54
1409514160,46
1409515060,57
1409515960,54
1409516860,50
1409517760,65
1409518660,58
1409519560,61
1409520460,72
1409521360,72
1409522260,72
1409523160,79
1409524060,77
1409524960,85
1409525860,83
1409526760,81
1409527660,90
1409528560,87
1409529460,101
1409530360,104
1409531260,104
1409532160,104
1409533060,112
1409533960,109
1409534860,115
1409535760,115
1409536660,118
1409537560,123
1409538460,127
1409539360,128
1409540260,128
1409541160,138
1409542060,133
1409542960,132
1409543860,138
1409544760,143
1409545660,146
1409546560,141
1409547460,149
1409548360,138
1409549260,149
1409550160,147
1409551060,144
1409551960,149
1409552860,146
1409553760,148
1409554660,139
1409555560,147
1409556460,145
1409557360,143
1409558260,135
1409559160,132
1409560060,135
1409560960,135
1409561860,136
1409562760,135
1409563660,128
1409564560,124
1409565460,123
1409566360,123
1409567260,115
